Sample	Bin_1_obs	Bin_2_obs	Bin_3_obs	Bin_4_obs	Bin_5_obs	Bin_1_sim	Bin_2_sim	Bin_3_sim	Bin_4_sim	Bin_5_sim	Bin_1_obs_exp_ratio	Bin_2_obs_exp_ratio	Bin_3_obs_exp_ratio	Bin_4_obs_exp_ratio	Bin_5_obs_exp_ratio
DO50444	818	845	660	404	179	607.83	607.67	599.64	578.56	542.69	1.34577102150272	1.39055737489098	1.10066039623774	0.698285398230089	0.329838397611896
DO50445	183	177	152	109	59	160	159.04	157.48	154.97	140.64	1.14375	1.11292756539235	0.965201930403861	0.703361941020843	0.419510807736064
DO50446	435	422	365	240	108	337.01	338.61	332.6	326.66	304.72	1.29076288537432	1.24627152180975	1.09741431148527	0.734708871609625	0.354423733263324
DO50447	2181	2280	1806	1250	536	1647.83	1666.76	1632.43	1600.88	1489.87	1.32355886226128	1.36792339628981	1.10632615181049	0.780820548698216	0.359762932336378
DO50448	470	411	303	261	95	317.67	318.19	312.87	303.93	284.24	1.47952277520698	1.29168107105817	0.968453351232141	0.858750370151022	0.334224598930481
DO50449	471	445	370	215	108	345.35	344.25	335.13	329.67	304.19	1.36383379180541	1.29266521423384	1.10404917494704	0.652167318833985	0.355041257109044
DO50450	3895	3641	3160	2332	1327	2951.78	2955.7	2899.58	2820.4	2646.71	1.31954278435385	1.23185708969111	1.08981300740107	0.826833073322933	0.501377181481915
DO50451	574	611	503	362	154	466.06	473.94	463.25	451.43	417.33	1.23160108140583	1.28919272481749	1.08580679978413	0.801896196531024	0.369012532048978
DO50452	5029	4819	3873	2737	1240	3599.9	3602.73	3517.94	3419.82	3175.84	1.39698324953471	1.33759676689621	1.10092838422486	0.80033452053032	0.390447881505365
DO50453	590	530	388	268	125	390.44	391.7	384.33	374.22	346.52	1.51111566437865	1.35307633392903	1.00954908542138	0.716156271711827	0.360729539420524
DO50454	380	348	288	198	117	286.19	285.97	279.82	275.8	253.71	1.3277892309305	1.21691086477603	1.02923307840755	0.717911530094271	0.461156438453352
