Sample	Bin_1_obs	Bin_2_obs	Bin_3_obs	Bin_4_obs	Bin_5_obs	Bin_1_sim	Bin_2_sim	Bin_3_sim	Bin_4_sim	Bin_5_sim	Bin_1_obs_exp_ratio	Bin_2_obs_exp_ratio	Bin_3_obs_exp_ratio	Bin_4_obs_exp_ratio	Bin_5_obs_exp_ratio
DO50341	562	540	418	321	231	450.78	433.27	405.92	377.69	334.79	1.24672789387284	1.24633600295428	1.0297595585337	0.849903359898329	0.689984766570089
DO50342	3820	3361	2390	1763	1019	2747.63	2617.77	2483.59	2318.28	2047.73	1.39028908550278	1.28391722725832	0.962316646467412	0.760477595458702	0.497624198502732
DO50343	689	543	423	301	178	491.79	468.87	446.35	415.88	366.12	1.401004493788	1.15810352549747	0.947686792875546	0.723766471097432	0.486179394733967
DO50345	2012	1784	1269	935	597	1466.48	1411.32	1333.27	1242.52	1082.6	1.37199279908352	1.2640648470935	0.951795210272488	0.752502977819271	0.551450212451506
DO50346	1199	1046	808	578	360	894.87	867.76	822.62	759.2	679.86	1.33985942092147	1.2054024154144	0.982227516958012	0.761327713382508	0.52952078369076
DO50348	780	641	443	330	172	528.59	499.39	473.49	435.35	380.35	1.47562382943302	1.28356595045956	0.935605820608672	0.758010795911336	0.452215065071644
DO50349	209	170	117	94	61	140.13	133.75	126.52	115.47	104.62	1.49147220438165	1.27102803738318	0.924754979449889	0.814064259114922	0.583062511948002
DO50350	490	417	293	234	135	359.04	336.13	316.87	292.19	256.48	1.3647504456328	1.24059143783655	0.924669422791681	0.800848762791334	0.526356830941984
DO50354	82	87	64	39	27	67.61	65.33	61.62	57.69	51.16	1.21283833752404	1.33170059696923	1.03862382343395	0.676027041081643	0.527756059421423
DO50355	1928	1527	1148	812	443	1392.71	1319.8	1243.1	1157.67	1008.73	1.38435137250397	1.15699348386119	0.923497707344542	0.701408864356855	0.439166080120548
DO50356	0	0	0	1	3	0.51	0.57	0.59	0.56	0.47	0	0	0	1.78571428571429	6.38297872340426
DO50357	350	313	237	190	111	282.37	269.09	253.97	233	207.52	1.2395084463647	1.1631796053365	0.933181084380045	0.815450643776824	0.534888203546646
DO50362	290	218	189	150	82	220.26	207.87	193.12	178.49	158.99	1.31662580586579	1.04873238081493	0.978666114333057	0.840383214745924	0.515755707906158
DO50364	1193	1069	757	544	370	888.61	845.94	801.58	744.63	653.4	1.34254622387774	1.26368300352271	0.944384839941116	0.730564172810658	0.56626874808693
DO50365	465	412	343	287	180	404.54	387.21	366.14	341.72	297.41	1.14945370049933	1.06402210686707	0.936800131097394	0.839868898513403	0.605225110117346
DO50367	53	40	34	26	21	41.78	39.31	36.25	34.19	31.43	1.26854954523696	1.01755278555075	0.937931034482759	0.760456273764259	0.66815144766147
DO50370	39	39	25	27	16	35.87	34.71	33.26	29.3	26.42	1.08725954836911	1.12359550561798	0.751653638003608	0.921501706484642	0.60560181680545
DO50372	599	598	427	387	219	511.95	493.75	463.39	436.31	380.6	1.17003613634144	1.21113924050633	0.921470036038758	0.886984025119754	0.57540725170783
DO50374	889	830	600	467	286	691.53	669.5	628.25	581.23	515.07	1.28555521813949	1.23973114264376	0.955033824114604	0.803468506443232	0.555264333003281
DO50381	119	143	86	60	48	103.73	99.1	92.78	86.58	74.51	1.1472091005495	1.44298688193744	0.926923906014227	0.693000693000693	0.644208831029392
DO50382	109	93	66	58	39	84.79	80.46	75.55	70.74	61.89	1.28552895388607	1.1558538404176	0.873593646591661	0.819903873338988	0.630150266602036
DO50383	135	117	78	66	44	100.1	94.07	91.99	83.29	75.7	1.34865134865135	1.24375465079196	0.847918251983911	0.792412054268219	0.581241743725231
DO50384	2352	1948	1461	993	538	1652.62	1598.33	1509.65	1405.33	1241.42	1.42319468480352	1.21877209337246	0.967773987348061	0.706595603879516	0.433374683829808
DO50385	400	339	239	202	127	296.38	282.63	268.28	247.21	221.93	1.34961873270801	1.19944804160917	0.890860295213956	0.817119048582177	0.57225251205335
DO50387	689	629	412	325	175	519.01	496.89	463.39	434.43	379.75	1.32752740794975	1.26587373462939	0.889099894257537	0.748106714545496	0.460829493087558
DO50388	705	656	461	333	201	537.62	515.71	485.51	449.52	399.29	1.31133514378185	1.27203273157395	0.949517002739387	0.740790176187934	0.50339352350422
DO50389	1094	982	693	507	271	813.83	772.19	729.14	683.77	591.95	1.34426108646769	1.27170774032298	0.950434758756892	0.741477397370461	0.457808936565588
DO50390	55	35	30	31	26	38.17	35.42	34.5	31.15	27.63	1.44092219020173	0.988142292490119	0.869565217391304	0.995184590690209	0.941006152732537
DO50392	166	121	107	96	51	131.16	124.15	118.53	110.48	97.75	1.26562976517231	0.974627466774064	0.902725048510925	0.868935553946416	0.521739130434783
DO50393	417	332	226	160	136	294.19	278.7	258.11	237.5	210.9	1.41745130697848	1.19124506637962	0.875595676262059	0.673684210526316	0.644855381697487
